Index,Sample,SiteN,Site,Sitecode,Spp,Date,Month,Year,Collector,Element,Value
904,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Mo,0.8
905,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Mo,0.8
906,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Mo,0.8
907,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Mo,0.8
912,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Mo,0.8
913,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Mo,0.8
914,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Mo,0.8
915,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Mo,0.8
916,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Mo,0.8
917,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Mo,0.8
918,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Mo,0.8
919,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Mo,0.8
920,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Mo,0.8
921,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Mo,0.8
922,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Mo,0.8
923,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Mo,0.8
924,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Mo,0.8
925,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Mo,0.8
926,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Mo,0.8
927,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Mo,0.8
928,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Mo,0.8
929,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Mo,0.8
930,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Mo,0.8
931,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Mo,0.8
932,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Mo,0.8
933,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Mo,0.8
934,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Mo,0.8
935,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Mo,0.8
936,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Mo,0.8
941,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Mo,0.8
942,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Mo,0.8
943,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Mo,0.8
944,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Mo,0.8
945,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Mo,0.8
946,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Mo,0.8
947,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Mo,0.8
948,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Mo,0.8
949,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Mo,0.8
950,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Mo,0.8
951,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Mo,0.8
952,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Mo,0.8
953,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Mo,0.8
954,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Mo,0.8
955,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Mo,0.8
956,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Mo,0.8
957,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Mo,0.8
958,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Mo,0.8
959,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Mo,0.8
960,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Mo,0.8
961,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Mo,0.8
962,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Mo,0.8
963,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Mo,0.8
964,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Mo,0.8
965,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Mo,0.8
968,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Mo,0.8
969,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Mo,0.8
970,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Mo,0.8
971,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Mo,0.8
972,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Mo,0.8
973,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Mo,0.8
974,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Mo,0.8
975,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Mo,0.8
976,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Mo,3.57
977,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Mo,0.8
978,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Mo,0.8
979,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Mo,0.8
980,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Mo,0.8
981,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Mo,0.8
982,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Mo,0.8
983,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Mo,0.8
984,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Mo,0.8
985,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Mo,0.8
986,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Mo,0.8
987,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Mo,0.8
988,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Mo,0.8
989,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Mo,0.8
990,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Mo,0.8
991,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Mo,0.8
992,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Mo,0.8
997,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Mo,0.8
998,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Mo,0.8
999,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Mo,0.8
1000,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Mo,0.8
1002,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Mo,0.8
1001,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Mo,0.8
1003,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Mo,0.8
1004,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Mo,0.8
1005,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Mo,0.8
1006,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Mo,0.8
1007,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Mo,0.8
1008,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Mo,0.8
1009,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Mo,0.8
1010,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Mo,0.8
1011,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Mo,0.8
1012,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Mo,0.8
1013,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Mo,0.8
1014,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Mo,0.8
1015,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Mo,0.8
1016,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Mo,0.8
1021,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Mo,0.8
1022,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Mo,0.8
1023,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Mo,0.8
1024,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Mo,0.8
1025,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Mo,0.8
1026,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Mo,0.8
1027,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Mo,0.8
1028,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Mo,0.8
1029,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Mo,0.8
1030,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Mo,0.8
1031,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Mo,0.8
1032,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Mo,0.8
1033,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Mo,0.8
1034,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Mo,0.8
1035,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Mo,0.8
1036,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Mo,0.8
1037,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Mo,0.8
1038,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Mo,0.8
1039,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Mo,0.8
1040,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Mo,0.8
680,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,259.61
681,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,261.59
682,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,289.83
683,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,262.12
684,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,275.27
685,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,237.89
686,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,250.92
687,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,262.94
688,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,264.74
689,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,255.99
690,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,P,269.7
691,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,P,274.05
692,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,P,238.85
693,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,P,274.59
694,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,P,279.96
695,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,277.15
696,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,289.7
697,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,266.35
698,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,289.91
699,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,179.96
700,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,P,301.42
701,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,P,291.69
702,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,P,302.75
703,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,P,325.42
704,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,P,320.3
710,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,P,318.82
711,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,P,323.15
712,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,P,324.02
713,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,P,333.24
714,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,P,317.95
715,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,P,333.41
716,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,P,328.81
717,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,P,334.98
718,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,P,370.23
719,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,P,315.61
720,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,P,277.1
721,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,P,298.6
722,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,P,273.04
723,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,P,297.24
724,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,P,268.62
725,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,P,331.29
726,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,P,332.53
727,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,P,340.96
728,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,P,342.6
729,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,P,308.12
730,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,366.05
731,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,308.1
732,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,368.22
733,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,382.41
734,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,371.91
737,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,P,354.86
738,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,P,308.4
739,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,P,345.72
740,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,P,355.82
741,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,P,295.38
742,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,361.81
743,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,378.52
744,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,353.88
745,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,370.58
746,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,385.88
747,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,376.43
748,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,386.7
749,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,339.37
750,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,376.87
751,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,P,376.45
752,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,P,338.93
753,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,P,306.29
754,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,P,344.44
755,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,P,336
756,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,P,333.42
757,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,338.59
758,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,324.1
759,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,338.44
760,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,338.57
761,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,315.18
766,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,330.55
767,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,313.98
768,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,333.07
769,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,311.76
770,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,344.8
771,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,349.86
772,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,284.41
773,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,342.98
774,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,342.6
775,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,P,343.6
776,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,324.57
777,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,316.95
778,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,315.73
779,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,316.32
780,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,325.11
781,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,340.51
782,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,314.75
783,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,330.14
784,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,330.92
785,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,340.55
786,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,347.89
787,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,351.89
788,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,356.41
789,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,355.81
790,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,324.24
791,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,P,354
797,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,397.07
798,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,350.42
799,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,393.8
800,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,382.11
801,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,P,394.43
802,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,352.99
803,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,340.73
804,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,345.99
805,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,346.81
806,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,342.28
807,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,348.62
808,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,363.02
809,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,360.94
810,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,330.25
811,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,356.06
812,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,358.53
813,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,356.69
814,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,359.35
815,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,353.7
816,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,P,354.43
817,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,370.88
818,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,360.15
819,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,354.61
820,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,361.31
821,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,366.93
827,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,366.66
828,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,344.34
829,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,342.53
830,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,348.86
831,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,P,369.77
832,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,P,329.64
833,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,P,325
834,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,P,334.04
835,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,P,313.54
836,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,P,322.72
837,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,P,359.39
838,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,P,363.14
839,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,P,360.09
840,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,P,373.81
841,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,P,352.61
842,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,P,303.17
843,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,P,292.35
844,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,P,311.26
845,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,P,294.99
846,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,P,310.24
847,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,P,336.19
848,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,P,338.43
849,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,P,329.71
850,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,P,342
851,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,P,280.3
