Index,Sample,SiteN,Site,Sitecode,Spp,Date,Month,Year,Collector,Element,Value
846,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,Fe,2.1
847,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,Fe,2.1
848,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,Fe,2.1
849,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,Fe,2.1
850,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,Fe,2.1
851,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,Fe,2.1
854,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,Fe,2.1
855,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,Fe,2.1
856,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,Fe,2.1
857,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,Fe,2.1
858,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,Fe,2.1
859,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,Fe,2.1
860,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,Fe,2.1
861,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,Fe,2.1
862,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,Fe,2.1
863,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,Fe,2.1
864,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,Fe,2.1
865,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,Fe,2.1
866,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,Fe,2.1
867,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,Fe,2.1
868,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,Fe,2.1
869,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
870,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
871,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
872,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
873,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
874,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,Fe,2.1
875,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,Fe,2.1
876,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,Fe,2.1
877,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,Fe,2.1
878,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,Fe,2.1
883,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,Fe,2.1
884,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,Fe,2.1
885,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,Fe,2.1
886,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,Fe,2.1
887,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,Fe,2.1
888,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,Fe,2.1
889,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,Fe,2.1
890,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,Fe,2.1
891,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,Fe,2.1
892,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,Fe,2.1
893,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,Fe,2.1
894,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,Fe,2.1
895,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,Fe,2.1
896,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,Fe,2.1
897,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,Fe,2.1
898,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,Fe,2.1
899,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,Fe,2.1
900,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,Fe,2.1
901,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,Fe,2.1
902,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,Fe,2.1
903,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Fe,2.1
904,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Fe,2.1
905,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Fe,2.1
906,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Fe,2.1
907,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Fe,2.1
912,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Fe,2.1
913,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Fe,2.1
914,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Fe,2.1
915,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Fe,2.1
916,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Fe,2.1
917,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Fe,2.1
918,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Fe,2.1
919,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Fe,2.1
920,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Fe,2.1
921,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Fe,2.1
922,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Fe,2.1
923,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Fe,2.1
924,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Fe,2.1
925,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Fe,2.1
926,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Fe,2.1
927,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Fe,2.1
928,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Fe,2.1
929,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Fe,2.1
930,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Fe,2.1
931,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Fe,2.1
932,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Fe,2.1
933,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Fe,2.1
934,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Fe,2.1
935,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Fe,2.1
936,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Fe,2.1
941,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Fe,2.1
942,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Fe,2.1
943,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Fe,2.1
944,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Fe,2.1
945,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Fe,2.1
946,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Fe,2.1
947,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Fe,2.1
948,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Fe,2.1
949,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Fe,2.1
950,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Fe,2.1
951,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Fe,2.1
952,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Fe,2.1
953,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Fe,2.1
954,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Fe,2.1
955,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Fe,2.1
956,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Fe,2.1
957,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Fe,2.1
958,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Fe,2.1
959,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Fe,2.1
960,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Fe,2.1
961,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
962,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
963,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
964,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
965,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
968,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Fe,2.1
969,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Fe,2.1
970,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Fe,2.1
971,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Fe,2.1
972,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Fe,2.1
973,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Fe,2.1
974,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Fe,2.1
975,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Fe,2.1
976,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Fe,2.1
977,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Fe,2.1
978,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Fe,2.1
979,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Fe,2.1
980,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Fe,2.1
981,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Fe,2.1
982,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Fe,2.1
983,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Fe,2.1
984,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Fe,2.1
985,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Fe,2.1
986,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Fe,2.1
987,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Fe,2.1
988,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Fe,2.1
989,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Fe,2.1
990,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Fe,2.1
991,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Fe,2.1
992,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Fe,2.1
997,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Fe,2.1
998,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Fe,2.1
999,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Fe,2.1
1000,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Fe,2.1
1002,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Fe,2.1
1001,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Fe,2.1
1003,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Fe,2.1
1004,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Fe,2.1
1005,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Fe,2.1
1006,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Fe,2.1
1007,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Fe,2.1
1008,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Fe,2.1
1009,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Fe,2.1
1010,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Fe,2.1
1011,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Fe,2.1
1012,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Fe,2.1
1013,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Fe,2.1
1014,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Fe,2.1
1015,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Fe,2.1
1016,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Fe,2.1
1021,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Fe,2.1
1022,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Fe,2.1
1023,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Fe,2.1
1024,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Fe,2.1
1025,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Fe,2.1
1026,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Fe,2.1
1027,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Fe,2.1
1028,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Fe,2.1
1029,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Fe,2.1
1030,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Fe,2.1
1031,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
1032,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
1033,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
1034,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
1035,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
1036,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Fe,2.1
1037,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Fe,2.1
1038,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Fe,2.1
1039,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Fe,2.1
1040,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Fe,2.1
680,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,21249.49
681,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,21674.68
682,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,21646.94
683,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,19102.25
684,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,19328.78
685,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,19652.7
686,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,19383.22
687,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,19568.15
688,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,18939.93
689,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,20579.62
690,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,K,12066.52
691,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,K,11965.42
692,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,K,10273.52
693,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,K,13546.53
694,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,K,11097.82
695,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,K,15298.39
696,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,K,15813.13
697,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,K,15219.92
698,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,K,16187.14
699,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,K,8406.38
700,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,K,35238.16
701,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,K,35466.91
702,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,K,35533.73
703,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,K,32186.8
704,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,K,35273.76
710,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,K,36194.71
711,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,K,34325.62
712,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,K,32857.78
713,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,K,36315.16
714,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,K,36913.42
715,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,K,12673.71
716,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,K,12308.86
717,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,K,13066.26
718,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,K,13765.64
719,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,K,12335.61
720,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,K,37512.26
721,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,K,33195.51
722,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,K,30546.75
723,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,K,35718.88
724,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,K,28618.47
725,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,K,2450.7
726,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,K,2831.41
727,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,K,2391.82
728,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,K,2595.46
729,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,K,2122.6
730,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,4608.41
731,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,4725.84
732,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,4594.89
733,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,3931.76
734,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,K,4189.74
737,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,K,12936.53
738,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,K,12224.23
739,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,K,14448.1
740,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,K,14294.99
741,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,K,12213.84
742,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,14403.62
743,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,14434.09
744,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,16597.13
745,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,16066.03
746,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,14939.82
747,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,12779.58
748,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,14349.9
749,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,13570.25
750,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,14087.39
751,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,K,12061.99
752,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,K,3837.38
753,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,K,3253.78
754,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,K,3496.26
755,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,K,3619.9
756,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,K,3853.88
757,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,21526.08
758,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,21326.82
759,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,22195.2
760,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,21305.94
761,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,22286.06
766,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,17252.52
767,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,16650.72
768,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,16683.69
769,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,18179.64
770,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,17485.64
771,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,19666.09
772,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,18330.33
773,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,20710.05
774,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,20243.49
775,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,K,18635.1
776,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,14877.17
777,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,16342.94
778,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,16283.94
779,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,16446.75
780,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,15106.87
781,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,12263.1
782,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,14951.82
783,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,11980.63
784,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,K,13678.98
